   0.0000000e+00	   1.3633373e+01	   1.6227282e+01	   1.8924678e+01	   2.3816203e+01	   2.2904775e+01	   3.5279591e-03	   3.7615535e+00	
   1.1250000e-01	   1.3535312e+01	   1.6106368e+01	   1.8803997e+01	   2.3741162e+01	   2.2832376e+01	   7.0559182e-03	   6.2359678e-02	
   2.2500000e-01	   1.3437251e+01	   1.5985453e+01	   1.8707453e+01	   2.3641108e+01	   2.2759976e+01	   1.0583877e-02	   3.7379516e-02	
   3.3750000e-01	   1.3388220e+01	   1.5888721e+01	   1.8610908e+01	   2.3566067e+01	   2.2711709e+01	   1.4111836e-02	   3.5790956e-02	
   4.5000000e-01	   1.3363705e+01	   1.5791989e+01	   1.8514363e+01	   2.3466012e+01	   2.2639309e+01	   1.7639795e-02	   2.6745816e-02	
   5.6250000e-01	   1.3388220e+01	   1.5719441e+01	   1.8417818e+01	   2.3390972e+01	   2.2566910e+01	   2.1167754e-02	   2.1630311e-02	
   6.7500000e-01	   1.3461766e+01	   1.5646892e+01	   1.8297137e+01	   2.3290917e+01	   2.2518643e+01	   2.4695714e-02	   2.3152314e-02	
   7.8750000e-01	   1.3584342e+01	   1.5598526e+01	   1.8224729e+01	   2.3215876e+01	   2.2446243e+01	   2.8223673e-02	   2.0589502e-02	
   9.0000000e-01	   1.3731434e+01	   1.5574343e+01	   1.8128184e+01	   2.3115822e+01	   2.2373843e+01	   3.1751632e-02	   1.9654329e-02	
   1.0111111e+00	   1.3927556e+01	   1.5550160e+01	   1.8055776e+01	   2.3040781e+01	   2.2325577e+01	   3.5279591e-02	   2.3525446e-02	
   1.1236111e+00	   1.4148194e+01	   1.5574343e+01	   1.7983367e+01	   2.2965740e+01	   2.2253177e+01	   3.8807550e-02	   9.9966816e-01	
   1.2361111e+00	   1.4417862e+01	   1.5622709e+01	   1.7910958e+01	   2.2865686e+01	   2.2204910e+01	   4.2335509e-02	   1.1954342e-02	
   1.3486111e+00	   1.4712045e+01	   1.5671075e+01	   1.7862686e+01	   2.2790645e+01	   2.2132511e+01	   4.5863468e-02	   9.7593535e-03	
   1.4611111e+00	   1.5006228e+01	   1.5767807e+01	   1.7814414e+01	   2.2715604e+01	   2.2060111e+01	   4.9391427e-02	   9.0562875e-03	
   1.5736111e+00	   1.5349442e+01	   1.5864538e+01	   1.7790278e+01	   2.2665577e+01	   2.2011844e+01	   5.2919386e-02	   8.5979153e-03	
   1.6861111e+00	   1.5692656e+01	   1.5985453e+01	   1.7766141e+01	   2.2590536e+01	   2.1939444e+01	   5.6447345e-02	   7.8042519e-03	
   1.7986111e+00	   1.6035870e+01	   1.6130551e+01	   1.7742005e+01	   2.2540509e+01	   2.1891178e+01	   5.9975304e-02	   7.0649818e-03	
   1.9111111e+00	   1.6403599e+01	   1.6275648e+01	   1.7742005e+01	   2.2490481e+01	   2.1842911e+01	   6.3503263e-02	   7.1143178e-03	
   2.0236111e+00	   1.6795843e+01	   1.6444929e+01	   1.7742005e+01	   2.2415440e+01	   2.1770511e+01	   6.7031222e-02	   7.0798892e-03	
   2.1361111e+00	   1.7163572e+01	   1.6614210e+01	   1.7766141e+01	   2.2390427e+01	   2.1722245e+01	   7.0559182e-02	   5.9686440e-03	
   2.2486111e+00	   1.7555817e+01	   1.6807673e+01	   1.7790278e+01	   2.2340400e+01	   2.1673978e+01	   7.4087141e-02	   2.8714609e-02	
   2.3611111e+00	   1.7923546e+01	   1.7001137e+01	   1.7838550e+01	   2.2315386e+01	   2.1625712e+01	   7.7615100e-02	   7.2829578e-03	
   2.4722222e+00	   1.8315790e+01	   1.7218783e+01	   1.7886822e+01	   2.2290372e+01	   2.1577445e+01	   8.1143059e-02	   5.8055583e-03	
   2.5847222e+00	   1.8708035e+01	   1.7436430e+01	   1.7935095e+01	   2.2265359e+01	   2.1529179e+01	   8.4671018e-02	   5.6210916e-03	
   2.6972222e+00	   1.9075764e+01	   1.7654076e+01	   1.8007503e+01	   2.2265359e+01	   2.1505045e+01	   8.8198977e-02	   5.8748026e-03	
   2.8097222e+00	   1.9468008e+01	   1.7871723e+01	   1.8079912e+01	   2.2240345e+01	   2.1456779e+01	   9.1726936e-02	   4.9776728e-03	
   2.9222222e+00	   1.9835737e+01	   1.8113552e+01	   1.8152320e+01	   2.2240345e+01	   2.1432646e+01	   9.5254895e-02	   4.5129836e-03	
   3.0347222e+00	   2.0227982e+01	   1.8355382e+01	   1.8248865e+01	   2.2265359e+01	   2.1384379e+01	   9.8782854e-02	   4.9517625e-03	
   3.1472222e+00	   2.0571196e+01	   1.8573028e+01	   1.8345410e+01	   2.2265359e+01	   2.1360246e+01	   1.0231081e-01	   4.2133447e-03	
   3.2597222e+00	   2.0938925e+01	   1.8814858e+01	   1.8441954e+01	   2.2290372e+01	   2.1336112e+01	   1.0583877e-01	   5.3166160e-03	
   3.3722222e+00	   2.1306654e+01	   1.9056687e+01	   1.8538499e+01	   2.2315386e+01	   2.1311979e+01	   1.0936673e-01	   1.3515247e-01	
   3.4847222e+00	   2.1649868e+01	   1.9298517e+01	   1.8659180e+01	   2.2340400e+01	   2.1287846e+01	   1.1289469e-01	   7.4617261e-03	
   3.5972222e+00	   2.2017597e+01	   1.9540346e+01	   1.8779861e+01	   2.2365413e+01	   2.1287846e+01	   1.1642265e-01	   5.1579344e-03	
   3.7097222e+00	   2.2336295e+01	   1.9782176e+01	   1.8876406e+01	   2.2415440e+01	   2.1263713e+01	   1.1995061e-01	   4.7591045e-03	
   3.8222222e+00	   2.2679509e+01	   2.0024005e+01	   1.8997087e+01	   2.2440454e+01	   2.1263713e+01	   1.2347857e-01	   4.2428587e-03	
   3.9333333e+00	   2.3022723e+01	   2.0290017e+01	   1.9117768e+01	   2.2490481e+01	   2.1263713e+01	   1.2700653e-01	   3.9920733e-03	
   4.0458333e+00	   2.3341422e+01	   2.0531847e+01	   1.9262585e+01	   2.2540509e+01	   2.1263713e+01	   1.3053449e-01	   3.7806275e-03	
   4.1583333e+00	   2.3660120e+01	   2.0749493e+01	   1.9383266e+01	   2.2590536e+01	   2.1263713e+01	   1.3406244e-01	   3.4646293e-03	
   4.2708333e+00	   2.3978819e+01	   2.0991323e+01	   1.9528083e+01	   2.2640563e+01	   2.1263713e+01	   1.3759040e-01	   3.4633053e-03	
   4.3833333e+00	   2.4273002e+01	   2.1233152e+01	   1.9648764e+01	   2.2690590e+01	   2.1263713e+01	   1.4111836e-01	   3.6024614e-03	
   4.4958333e+00	   2.4591701e+01	   2.1474982e+01	   1.9793581e+01	   2.2765631e+01	   2.1263713e+01	   1.4464632e-01	   1.1837431e-02	
   4.6083333e+00	   2.4885884e+01	   2.1716811e+01	   1.9938398e+01	   2.2815658e+01	   2.1287846e+01	   1.4817428e-01	   2.9746560e-03	
   4.7208333e+00	   2.5155552e+01	   2.1934458e+01	   2.0059079e+01	   2.2890699e+01	   2.1287846e+01	   1.5170224e-01	   3.0820608e-03	
   4.8333333e+00	   2.5449735e+01	   2.2176287e+01	   2.0203896e+01	   2.2965740e+01	   2.1311979e+01	   1.5523020e-01	   2.4027696e-03	
   4.9458333e+00	   2.5743919e+01	   2.2393934e+01	   2.0348713e+01	   2.3040781e+01	   2.1336112e+01	   1.5875816e-01	   2.4477102e-03	
   5.0583333e+00	   2.6013587e+01	   2.2635763e+01	   2.0493530e+01	   2.3115822e+01	   2.1360246e+01	   1.6228612e-01	   2.6606341e-03	
   5.1694444e+00	   2.6283255e+01	   2.2853410e+01	   2.0638347e+01	   2.3190863e+01	   2.1384379e+01	   1.6581408e-01	   2.0380688e-03	
   5.2833333e+00	   2.6552923e+01	   2.3071056e+01	   2.0783164e+01	   2.3265903e+01	   2.1408512e+01	   1.6934204e-01	   1.8247416e-03	
   5.3944444e+00	   2.6798075e+01	   2.3288703e+01	   2.0927981e+01	   2.3340944e+01	   2.1432646e+01	   1.7286999e-01	   1.9181958e-03	
