   0.0000000e+00	   1.3633373e+01	   1.6227282e+01	   1.8924678e+01	   2.3816203e+01	   2.2904775e+01	   0.0000000e+00	   3.7615535e+00	
   6.7500000e-02	   1.3535312e+01	   1.6106368e+01	   1.8803997e+01	   2.3741162e+01	   2.2832376e+01	   5.8799318e-03	   6.2359678e-02	
   1.3500000e-01	   1.3437251e+01	   1.5985453e+01	   1.8707453e+01	   2.3641108e+01	   2.2759976e+01	   1.1759864e-02	   3.7379516e-02	
   2.0250000e-01	   1.3388220e+01	   1.5888721e+01	   1.8610908e+01	   2.3566067e+01	   2.2711709e+01	   1.7639795e-02	   3.5790956e-02	
   2.7000000e-01	   1.3363705e+01	   1.5791989e+01	   1.8514363e+01	   2.3466012e+01	   2.2639309e+01	   2.3519727e-02	   2.6745816e-02	
   3.3750000e-01	   1.3388220e+01	   1.5719441e+01	   1.8417818e+01	   2.3390972e+01	   2.2566910e+01	   2.9399659e-02	   2.1630311e-02	
   4.0500000e-01	   1.3461766e+01	   1.5646892e+01	   1.8297137e+01	   2.3290917e+01	   2.2518643e+01	   3.5279591e-02	   2.3152314e-02	
   4.7250000e-01	   1.3584342e+01	   1.5598526e+01	   1.8224729e+01	   2.3215876e+01	   2.2446243e+01	   4.1159523e-02	   2.0589502e-02	
   5.4000000e-01	   1.3731434e+01	   1.5574343e+01	   1.8128184e+01	   2.3115822e+01	   2.2373843e+01	   4.7039454e-02	   1.9654329e-02	
   6.0666667e-01	   1.3927556e+01	   1.5550160e+01	   1.8055776e+01	   2.3040781e+01	   2.2325577e+01	   5.2919386e-02	   2.3525446e-02	
   6.7416667e-01	   1.4148194e+01	   1.5574343e+01	   1.7983367e+01	   2.2965740e+01	   2.2253177e+01	   5.8799318e-02	   9.9966816e-01	
   7.4166667e-01	   1.4417862e+01	   1.5622709e+01	   1.7910958e+01	   2.2865686e+01	   2.2204910e+01	   6.4679250e-02	   1.1954342e-02	
   8.0916667e-01	   1.4712045e+01	   1.5671075e+01	   1.7862686e+01	   2.2790645e+01	   2.2132511e+01	   7.0559182e-02	   9.7593535e-03	
   8.7666667e-01	   1.5006228e+01	   1.5767807e+01	   1.7814414e+01	   2.2715604e+01	   2.2060111e+01	   7.6439113e-02	   9.0562875e-03	
   9.4416667e-01	   1.5349442e+01	   1.5864538e+01	   1.7790278e+01	   2.2665577e+01	   2.2011844e+01	   8.2319045e-02	   8.5979153e-03	
   1.0116667e+00	   1.5692656e+01	   1.5985453e+01	   1.7766141e+01	   2.2590536e+01	   2.1939444e+01	   8.8198977e-02	   7.8042519e-03	
   1.0791667e+00	   1.6035870e+01	   1.6130551e+01	   1.7742005e+01	   2.2540509e+01	   2.1891178e+01	   9.4078909e-02	   7.0649818e-03	
   1.1466667e+00	   1.6403599e+01	   1.6275648e+01	   1.7742005e+01	   2.2490481e+01	   2.1842911e+01	   9.9958840e-02	   7.1143178e-03	
   1.2141667e+00	   1.6795843e+01	   1.6444929e+01	   1.7742005e+01	   2.2415440e+01	   2.1770511e+01	   1.0583877e-01	   7.0798892e-03	
   1.2816667e+00	   1.7163572e+01	   1.6614210e+01	   1.7766141e+01	   2.2390427e+01	   2.1722245e+01	   1.1171870e-01	   5.9686440e-03	
   1.3491667e+00	   1.7555817e+01	   1.6807673e+01	   1.7790278e+01	   2.2340400e+01	   2.1673978e+01	   1.1759864e-01	   2.8714609e-02	
   1.4166667e+00	   1.7923546e+01	   1.7001137e+01	   1.7838550e+01	   2.2315386e+01	   2.1625712e+01	   1.2347857e-01	   7.2829578e-03	
