300	0.0016913	
302	0.0017542	
304	0.0017015	
306	0.0017096	
308	0.0017562	
310	0.0017603	
312	0.0017157	
314	0.0017238	
316	0.001736	
318	0.0017664	
320	0.0016974	
322	0.0017319	
324	0.0017481	
326	0.0017928	
328	0.0017684	
330	0.0017989	
332	0.0017684	
334	0.0017968	
336	0.0017897	
338	0.0018536	
340	0.0018557	
342	0.0018252	
344	0.0018557	
346	0.0018689	
348	0.0019064	
350	0.0019916	
352	0.0019673	
354	0.0019876	
356	0.0020342	
358	0.0020484	
360	0.0020971	
362	0.0021256	
364	0.0020626	
366	0.0023802	
368	0.0029139	
370	0.0021073	
372	0.0021357	
374	0.0022006	
376	0.0022108	
378	0.0021945	
380	0.0027495	
382	0.0023122	
384	0.0023701	
386	0.0023386	
388	0.0023285	
390	0.0023488	
392	0.002434	
394	0.0023792	
396	0.0024157	
398	0.0024867	
400	0.0024573	
402	0.0024878	
404	0.0025263	
406	0.0026065	
408	0.0025791	
410	0.0026156	
412	0.0026055	
414	0.0027069	
416	0.0026673	
418	0.0028287	
420	0.00278	
422	0.0028692	
424	0.002782	
426	0.0029849	
428	0.0067693	
430	0.0041152	
432	0.0118077	
434	0.0029545	
436	0.0173585	
438	0.0029524	
440	0.00605	
442	0.0031868	
444	0.0029139	
446	0.0358909	
448	0.0029261	
450	0.0265567	
452	0.0029098	
454	0.0029545	
456	0.0029748	
458	0.0031107	
460	0.0029179	
462	0.0032639	
464	0.0029808	
466	0.0031939	
468	0.0030275	
470	0.0029808	
472	0.0030113	
474	0.0031645	
476	0.00313	
478	0.0030397	
480	0.0031513	
482	0.0031067	
484	0.0032801	
486	0.0033958	
488	0.0031716	
490	0.0032822	
492	0.0034465	
494	0.0032568	
496	0.0031391	
498	0.0032	
500	0.0033349	
502	0.0033207	
504	0.0035297	
506	0.0031472	
508	0.0031736	
510	0.0031127	
512	0.0032051	
514	0.0034648	
516	0.0032213	
518	0.0031797	
520	0.0032862	
522	0.0046569	
524	0.002991	
526	0.0030174	
528	0.0031594	
530	0.003338	
532	0.0032578	
534	0.0033735	
536	0.0030478	
538	0.0035013	
540	0.0032781	
542	0.0030174	
544	0.0029078	
546	0.0033309	
548	0.0030945	
550	0.0064294	
552	0.0056715	
554	0.0032142	
556	0.0605818	
558	0.0069205	
560	0.0031513	
562	0.0029342	
564	0.002993	
566	0.0030153	
568	0.0028672	
570	0.0036271	
572	0.0034689	
574	0.0029078	
576	0.0030671	
578	0.0033674	
580	0.0030985	
582	0.0048172	
584	0.0030214	
586	0.0030681	
588	0.0096193	
590	0.003272	
592	0.0029058	
594	0.002924	
596	0.0027962	
598	0.0029179	
600	0.0028774	
602	0.0027465	
604	0.0027272	
606	0.0027292	
608	0.004033	
610	0.0027191	
612	0.0026947	
614	0.0027881	
616	0.0030661	
618	0.0028094	
620	0.0027495	
622	0.0028774	
624	0.0032994	
626	0.0026765	
628	0.0026318	
630	0.0026582	
632	0.0026643	
634	0.0027597	
636	0.002577	
638	0.0025973	
640	0.0027617	
642	0.0151315	
644	0.0025852	
646	0.0068139	
648	0.0026217	
650	0.0028124	
652	0.0027597	
654	0.0026694	
656	0.0026278	
658	0.002851	
660	0.002571	
662	0.0026257	
664	0.0025994	
666	0.0025283	
668	0.0025933	
670	0.0078265	
672	0.0026055	
674	0.0031026	
676	0.0026826	
678	0.0025912	
680	0.0024928	
682	0.0026065	
684	0.0025121	
686	0.0025618	
688	0.0027211	
690	0.0028936	
692	0.0025811	
694	0.0025294	
696	0.0025507	
698	0.0026237	
700	0.0028591	
702	0.0025811	
704	0.0026197	
706	0.0028601	
708	0.0027069	
710	0.002571	
712	0.0027394	
714	0.0025669	
716	0.0024807	
718	0.0025973	
720	0.0028063	
722	0.0046062	
724	0.0026055	
726	0.0026379	
728	0.0025963	
730	0.0026866	
732	0.0026542	
734	0.0025527	
736	0.0039904	
738	0.002645	
740	0.0028063	
742	0.0029464	
744	0.0027942	
746	0.0029666	
748	0.0030133	
750	0.0031838	
752	0.0050486	
754	0.0034262	
756	0.003548	
758	0.0058044	
760	2.84464	
762	0.0051267	
764	0.0039751	
766	0.0039153	
768	0.0052271	
770	0.0044966	
772	0.0030823	
774	0.0037144	
776	0.0030884	
778	0.0035439	
