   1.5378459e+03   2.1367658e+03
   4.6439508e-02   9.0444176e-01
   2.5110279e+03   1.9725082e+04
   2.5460955e+02   3.1783053e+03
   4.9016776e+03   4.5909729e+04
   7.6930596e+03   1.8919450e+04
   1.2110609e+03   2.1664416e+03
   5.7812077e+02   1.9274597e+03
   1.7056301e+01   1.9568064e+02
   3.8477954e+03   1.1198730e+04
   3.4253474e+03   9.0080749e+03
   4.7511239e+03   1.3259048e+04
   1.2967981e+01   7.3767208e+01
   4.7502734e+01   1.1599621e+03
   7.4795990e+01   5.7612684e+03
   3.2863979e+03   5.6522304e+03
   1.7834539e+03   3.1000290e+04
   1.7790623e+03   8.6252152e+03
   1.8606812e+03   8.9727297e+03
   1.0450609e+03   7.6548965e+03
   7.1204480e+03   3.0035493e+04
   1.4719193e+01   2.0039620e+02
   8.0540217e+01   3.6995734e+02
   2.1660274e+04   5.8310435e+04
   6.9674352e+03   6.1292123e+04
   7.3282043e+01   2.0102964e+02
   1.1445704e+03   1.0306500e+04
   1.9148010e+04   2.2989492e+04
   6.8273982e+02   1.6220695e+04
   1.4717455e+03   1.5039912e+04
   5.9956550e+02   2.2639431e+03
   4.5341911e+03   1.3964074e+04
   4.3236345e+02   1.0260216e+03
   2.0579494e+03   9.4748177e+03
   1.4297280e+03   3.9632711e+03
   5.4709821e+02   1.1398888e+04
   6.2882979e+01   1.7255213e+02
   3.2974536e+02   1.2428840e+03
   4.7992990e+03   2.0122055e+04
   8.1665249e+01   9.9909028e+02
   6.6166371e+03   1.5059805e+04
   1.3022918e+03   2.1276255e+03
   2.6091406e+01   8.1045511e+02
   6.5010590e+03   2.0835698e+04
   7.4606323e+03   2.3227303e+04
   2.0080989e+03   2.1254574e+04
   2.7460122e+03   1.6052704e+04
   2.5294946e+02   1.7699745e+03
   3.5853495e+03   7.4160425e+04
   6.9876129e+03   1.5808432e+04
   4.1864335e+02   4.1975091e+03
   7.0920664e+02   1.6451744e+04
   4.3661011e+03   3.9368597e+04
   1.1657234e+04   2.1188598e+04
   4.2955969e+02   2.3350219e+04
   1.1769721e+03   5.2797660e+04
   2.5413526e+02   7.2970982e+03
   1.6896208e+03   8.1081226e+03
   4.2501173e+02   1.5194314e+04
   5.6315093e+01   9.1824219e+02
   8.2292535e+03   4.2782526e+04
   6.2179583e+02   6.9907724e+03
   1.5646118e+02   1.0436158e+03
   2.9426052e+03   1.5377983e+04
   4.7517193e+01   8.1908630e+02
   3.0365592e+03   1.0819707e+04
   1.0294326e+03   9.3283638e+03
   7.0205608e+02   1.5335006e+04
   8.6471546e+02   1.1430642e+04
   2.8053853e+03   3.2076870e+03
   2.2440720e+01   7.9893577e+02
   6.9545593e+03   1.3880273e+04
   2.2547059e+02   1.8050661e+04
   5.6907990e+03   1.9984747e+04
   4.8061452e+03   1.6530110e+04
   7.8118583e+03   2.9958640e+04
   1.0528591e+02   4.5648117e+02
   6.0079841e+02   4.4060393e+03
   3.4894893e+03   1.1833226e+04
   2.4569654e+03   1.5144597e+04
   1.9221563e-01   2.4421979e+01
   1.6768912e-02   1.8926833e+00
   2.1014114e+03   5.8535989e+03
   3.1601865e+03   6.0407966e+04
   2.0126429e+03   2.8341764e+04
   6.7151350e+02   1.2185148e+03
   7.4963213e+03   2.1507819e+04
   1.3934617e+03   9.9570993e+03
   2.3038849e+03   5.4873239e+03
   5.2804888e+03   1.6436005e+04
   6.6065414e+03   3.6166624e+04
   1.0361397e+03   1.3321773e+04
   2.6176453e+02   6.3326365e+03
   9.6879797e+01   3.0425697e+03
   3.7296251e+03   1.1559513e+04
   4.9455068e+03   1.3035526e+04
   4.5090939e+02   4.6805048e+03
   4.1428301e+02   6.7655107e+03
   1.8426386e+03   4.6783579e+04
   6.7035729e+03   7.8756662e+03
   1.5920888e+03   2.7697129e+03
   7.4222912e+03   1.7549257e+04
   7.6458435e+02   2.2044887e+04
   1.4869838e+03   4.1474960e+04
   9.1833770e+03   2.5710260e+04
   6.6338333e+02   2.9660627e+03
   1.7448424e+02   3.6673612e+03
   1.0372831e+00   9.9572963e+00
   4.9218612e+02   8.1893103e+03
   1.5701838e+03   3.2707550e+04
   7.3989827e+03   2.6342214e+04
   6.9318142e+02   5.0385511e+03
   2.1911597e+03   5.7786357e+04
   2.1565059e+03   1.3032294e+04
   1.1679718e+02   2.1305946e+02
   3.6590461e+03   1.5047646e+04
   5.7843371e+02   9.4684878e+03
   2.1117740e+02   9.4291269e+02
   1.3617094e+02   4.7016152e+03
   1.4580316e+04   1.6406860e+04
   1.5234937e+02   2.7077599e+03
   1.1602758e+04   2.6250346e+04
   6.0181634e+03   1.7017008e+04
   4.6442421e+03   7.5694045e+04
   5.8461797e+02   3.7191931e+03
   3.3615254e+03   2.1460716e+04
   6.6875850e+02   2.7732504e+04
   1.0816249e+04   2.7814300e+04
   1.1880852e+03   2.0020775e+04
   1.2581850e+03   1.2012466e+04
   4.6887242e+03   3.1065496e+04
   1.4307830e+04   4.0466935e+04
   5.7975274e+01   3.2803013e+03
   1.0715039e+01   1.3446334e+02
   3.5759297e+02   5.2179098e+03
   2.9398612e+02   1.8686870e+03
   3.5059285e+03   3.8401783e+04
   1.6405432e+03   2.5051001e+03
   6.6861808e+03   2.7187334e+04
   2.3188194e+03   2.2918347e+04
   6.9745120e+01   5.4639925e+03
   1.2459353e+03   3.3051379e+03
   2.6647733e+03   2.5587536e+04
   1.0823771e+03   8.6856981e+03
   1.2376565e+03   1.9952642e+04
   5.7174051e+03   6.7314022e+04
   5.0557535e+03   3.0757138e+04
