   9.1130343e+00   4.9103300e-01   9.1130343e+00   6.8262000e-02   9.1130343e+00   2.1458800e-01   9.1130343e+00   7.2847682e-02   9.1130343e+00   2.1761658e-01   9.1130343e+00   5.3352000e-02   9.1130343e+00   2.0443800e-01
   1.0011043e+01   4.5667700e-01   1.0011043e+01   5.1344000e-02   1.0011043e+01   1.8252000e-01   1.0011043e+01   5.9602649e-02   1.0011043e+01   1.8134715e-01   1.0011043e+01   4.0269000e-02   1.0011043e+01   1.7506600e-01
   1.0997543e+01   4.2250200e-01   1.0997543e+01   3.7541000e-02   1.0997543e+01   1.5309500e-01   1.0997543e+01   4.3046358e-02   1.0997543e+01   1.4507772e-01   1.0997543e+01   2.9909000e-02   1.0997543e+01   1.4859800e-01
   1.2081253e+01   3.8862700e-01   1.2081253e+01   2.6620000e-02   1.2081253e+01   1.2650800e-01   1.2081253e+01   2.9801325e-02   1.2081253e+01   1.3989637e-01   1.2081253e+01   2.1914000e-02   1.2081253e+01   1.2472500e-01
   1.3271754e+01   3.5555100e-01   1.3271754e+01   1.8301000e-02   1.3271754e+01   1.0308500e-01   1.3271754e+01   1.9867550e-02   1.3271754e+01   1.1917098e-01   1.3271754e+01   1.5724000e-02   1.3271754e+01   1.0370700e-01
   1.4579567e+01   3.2330000e-01   1.4579567e+01   1.2170000e-02   1.4579567e+01   8.2366000e-02   1.4579567e+01   1.3245033e-02   1.4579567e+01   9.8445596e-02   1.4579567e+01   1.1052000e-02   1.4579567e+01   8.5374000e-02
   1.6016255e+01   2.9199500e-01   1.6016255e+01   7.8260000e-03   1.6016255e+01   6.4892000e-02   1.6016255e+01   1.3245033e-02   1.6016255e+01   7.7720207e-02   1.6016255e+01   7.6060000e-03   1.6016255e+01   6.9202000e-02
   1.7594515e+01   2.6193800e-01   1.7594515e+01   4.8410000e-03   1.7594515e+01   4.9926000e-02   1.7594515e+01   1.3245033e-02   1.7594515e+01   6.7357513e-02   1.7594515e+01   5.1490000e-03   1.7594515e+01   5.5375000e-02
   1.9328298e+01   2.3351200e-01   1.9328298e+01   2.8550000e-03   1.9328298e+01   3.7354000e-02   1.9328298e+01   1.3245033e-02   1.9328298e+01   6.2176166e-02   1.9328298e+01   3.3730000e-03   1.9328298e+01   4.4011000e-02
   2.1232931e+01   2.0648800e-01   2.1232931e+01   1.6150000e-03   2.1232931e+01   2.7497000e-02   2.1232931e+01   1.3245033e-02   2.1232931e+01   6.2176166e-02   2.1232931e+01   2.1980000e-03   2.1232931e+01   3.4438000e-02
   2.3325248e+01   1.8128800e-01   2.3325248e+01   8.5400000e-04   2.3325248e+01   1.9678000e-02   2.3325248e+01   9.9337748e-03   2.3325248e+01   5.6994819e-02   2.3325248e+01   1.3710000e-03   2.3325248e+01   2.6505000e-02
   2.5623744e+01   1.5788000e-01   2.5623744e+01   4.4200000e-04   2.5623744e+01   1.3668000e-02   2.5623744e+01   9.9337748e-03   2.5623744e+01   5.1813472e-02   2.5623744e+01   8.4700000e-04   2.5623744e+01   2.0204000e-02
   2.8148737e+01   1.3642200e-01   2.8148737e+01   2.0200000e-04   2.8148737e+01   9.2170000e-03   2.8148737e+01   6.6225166e-03   2.8148737e+01   4.1450777e-02   2.8148737e+01   5.2700000e-04   2.8148737e+01   1.5154000e-02
   3.0922546e+01   1.1672300e-01   3.0922546e+01   8.9000000e-05   3.0922546e+01   6.0170000e-03   3.0922546e+01   6.6225166e-03   3.0922546e+01   3.1088083e-02   3.0922546e+01   3.0100000e-04   3.0922546e+01   1.1143000e-02
   3.3969689e+01   9.8723000e-02   3.3969689e+01   3.4000000e-05   3.3969689e+01   3.7680000e-03   3.3969689e+01   0.0000000e+00   3.3969689e+01   2.5906736e-02   3.3969689e+01   1.4400000e-04   3.3969689e+01   8.0110000e-03
   3.7317101e+01   8.2876000e-02   3.7317101e+01   1.6000000e-05   3.7317101e+01   2.2780000e-03   3.7317101e+01   0.0000000e+00   3.7317101e+01   2.0725389e-02   3.7317101e+01   8.8000000e-05   3.7317101e+01   5.6720000e-03
   4.0994371e+01   6.8877000e-02   4.0994371e+01   5.0000000e-06   4.0994371e+01   1.3110000e-03   4.0994371e+01   0.0000000e+00   4.0994371e+01   1.5544041e-02   4.0994371e+01   5.5000000e-05   4.0994371e+01   3.9780000e-03
   4.5034003e+01   5.6835000e-02   4.5034003e+01   2.0000000e-06   4.5034003e+01   6.9400000e-04   4.5034003e+01   0.0000000e+00   4.5034003e+01   1.0362694e-02   4.5034003e+01   2.4000000e-05   4.5034003e+01   2.7250000e-03
   4.9471705e+01   4.6275000e-02   4.9471705e+01   1.0000000e-06   4.9471705e+01   3.6900000e-04   4.9471705e+01   0.0000000e+00   4.9471705e+01   1.0362694e-02   4.9471705e+01   1.4000000e-05   4.9471705e+01   1.8780000e-03
   5.4346704e+01   3.7121000e-02   5.4346704e+01   0.0000000e+00   5.4346704e+01   2.0000000e-04   5.4346704e+01   0.0000000e+00   5.4346704e+01   1.0362694e-02   5.4346704e+01   5.0000000e-06   5.4346704e+01   1.1870000e-03
   5.9702090e+01   2.9341000e-02   5.9702090e+01   0.0000000e+00   5.9702090e+01   9.2000000e-05   5.9702090e+01   0.0000000e+00   5.9702090e+01   1.0362694e-02   5.9702090e+01   3.0000000e-06   5.9702090e+01   7.4900000e-04
   6.5585202e+01   2.2795000e-02   6.5585202e+01   0.0000000e+00   6.5585202e+01   4.1000000e-05   6.5585202e+01   0.0000000e+00   6.5585202e+01   5.1813472e-03   6.5585202e+01   2.0000000e-06   6.5585202e+01   4.3700000e-04
   7.2048043e+01   1.7522000e-02   7.2048043e+01   0.0000000e+00   7.2048043e+01   1.7000000e-05   7.2048043e+01   0.0000000e+00   7.2048043e+01   5.1813472e-03   7.2048043e+01   0.0000000e+00   7.2048043e+01   2.7000000e-04
   7.9147739e+01   1.3421000e-02   7.9147739e+01   0.0000000e+00   7.9147739e+01   7.0000000e-06   7.9147739e+01   0.0000000e+00   7.9147739e+01   5.1813472e-03   7.9147739e+01   0.0000000e+00   7.9147739e+01   1.5300000e-04
   8.6947048e+01   1.0036000e-02   8.6947048e+01   0.0000000e+00   8.6947048e+01   1.0000000e-06   8.6947048e+01   0.0000000e+00   8.6947048e+01   5.1813472e-03   8.6947048e+01   0.0000000e+00   8.6947048e+01   9.2000000e-05
   9.5514909e+01   7.3590000e-03   9.5514909e+01   0.0000000e+00   9.5514909e+01   0.0000000e+00   9.5514909e+01   0.0000000e+00   9.5514909e+01   5.1813472e-03   9.5514909e+01   0.0000000e+00   9.5514909e+01   4.7000000e-05
   1.0000000e+02   0.0000000e+00   1.0000000e+02   0.0000000e+00   1.0000000e+02   0.0000000e+00   1.0000000e+02   0.0000000e+00   1.0000000e+02   0.0000000e+00   1.0000000e+02   0.0000000e+00   1.0000000e+02   0.0000000e+00
