   0.0000000e+00   1.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   1.0000000e+00
   1.0492706e+00   9.9973600e-01   1.0492706e+00   9.9773400e-01   1.0492706e+00   9.9912400e-01   1.0492706e+00   1.0000000e+00   1.0492706e+00   1.0000000e+00   1.0492706e+00   9.9873000e-01   1.0492706e+00   9.9934800e-01
   1.1526669e+00   9.9753800e-01   1.1526669e+00   9.8176500e-01   1.1526669e+00   9.9259900e-01   1.1526669e+00   9.8013245e-01   1.1526669e+00   9.7927461e-01   1.1526669e+00   9.8910800e-01   1.1526669e+00   9.9427000e-01
   1.2662520e+00   9.9309600e-01   1.2662520e+00   9.5292800e-01   1.2662520e+00   9.7995700e-01   1.2662520e+00   9.3377483e-01   1.2662520e+00   9.6891192e-01   1.2662520e+00   9.7020300e-01   1.2662520e+00   9.8412400e-01
   1.3910299e+00   9.8651300e-01   1.3910299e+00   9.1552600e-01   1.3910299e+00   9.6195800e-01   1.3910299e+00   8.9403974e-01   1.3910299e+00   9.4300518e-01   1.3910299e+00   9.4228400e-01   1.3910299e+00   9.6908800e-01
   1.5281036e+00   9.7782400e-01   1.5281036e+00   8.7247500e-01   1.5281036e+00   9.3944300e-01   1.5281036e+00   8.6423841e-01   1.5281036e+00   9.1709845e-01   1.5281036e+00   9.0663500e-01   1.5281036e+00   9.4932100e-01
   1.6786847e+00   9.6712300e-01   1.6786847e+00   8.2653400e-01   1.6786847e+00   9.1272200e-01   1.6786847e+00   8.2119205e-01   1.6786847e+00   8.8601036e-01   1.6786847e+00   8.6331500e-01   1.6786847e+00   9.2510300e-01
   1.8441042e+00   9.5416400e-01   1.8441042e+00   7.7799500e-01   1.8441042e+00   8.8294200e-01   1.8441042e+00   7.5496689e-01   1.8441042e+00   8.7046632e-01   1.8441042e+00   8.1436200e-01   1.8441042e+00   8.9640000e-01
   2.0258243e+00   9.3949000e-01   2.0258243e+00   7.2850200e-01   2.0258243e+00   8.5034400e-01   2.0258243e+00   7.1192053e-01   2.0258243e+00   8.2383420e-01   2.0258243e+00   7.6022700e-01   2.0258243e+00   8.6415700e-01
   2.2254513e+00   9.2249200e-01   2.2254513e+00   6.7754300e-01   2.2254513e+00   8.1535200e-01   2.2254513e+00   6.1589404e-01   2.2254513e+00   7.9274611e-01   2.2254513e+00   7.0229900e-01   2.2254513e+00   8.2835400e-01
   2.4447499e+00   9.0364800e-01   2.4447499e+00   6.2671900e-01   2.4447499e+00   7.7830500e-01   2.4447499e+00   5.5298013e-01   2.4447499e+00   7.5647668e-01   2.4447499e+00   6.4209600e-01   2.4447499e+00   7.8955200e-01
   2.6856583e+00   8.8279300e-01   2.6856583e+00   5.7562700e-01   2.6856583e+00   7.3958200e-01   2.6856583e+00   5.0662252e-01   2.6856583e+00   7.2538860e-01   2.6856583e+00   5.8122900e-01   2.6856583e+00   7.4828700e-01
   2.9503061e+00   8.6009400e-01   2.9503061e+00   5.2492800e-01   2.9503061e+00   6.9985200e-01   2.9503061e+00   4.6026490e-01   2.9503061e+00   6.8911917e-01   2.9503061e+00   5.2030900e-01   2.9503061e+00   7.0518700e-01
   3.2410327e+00   8.3571000e-01   3.2410327e+00   4.7502300e-01   3.2410327e+00   6.5920300e-01   3.2410327e+00   4.1390728e-01   3.2410327e+00   6.4766839e-01   3.2410327e+00   4.6047200e-01   3.2410327e+00   6.6082900e-01
   3.5604077e+00   8.0998700e-01   3.5604077e+00   4.2551400e-01   3.5604077e+00   6.1722900e-01   3.5604077e+00   3.5761589e-01   3.5604077e+00   5.7512953e-01   3.5604077e+00   4.0346600e-01   3.5604077e+00   6.1575100e-01
   3.9112544e+00   7.8262700e-01   3.9112544e+00   3.7712200e-01   3.9112544e+00   5.7448900e-01   3.9112544e+00   3.2781457e-01   3.9112544e+00   5.2849741e-01   3.9112544e+00   3.4935500e-01   3.9112544e+00   5.6950300e-01
   4.2966739e+00   7.5434200e-01   4.2966739e+00   3.3099800e-01   4.2966739e+00   5.3195400e-01   4.2966739e+00   2.6490066e-01   4.2966739e+00   5.0259067e-01   4.2966739e+00   2.9842700e-01   4.2966739e+00   5.2350500e-01
   4.7200730e+00   7.2443200e-01   4.7200730e+00   2.8747100e-01   4.7200730e+00   4.8882500e-01   4.7200730e+00   2.3178808e-01   4.7200730e+00   4.6113990e-01   4.7200730e+00   2.5207500e-01   4.7200730e+00   4.7790600e-01
   5.1851944e+00   6.9345300e-01   5.1851944e+00   2.4598300e-01   5.1851944e+00   4.4601400e-01   5.1851944e+00   2.0860927e-01   5.1851944e+00   4.0414508e-01   5.1851944e+00   2.1045600e-01   5.1851944e+00   4.3325500e-01
   5.6961494e+00   6.6133100e-01   5.6961494e+00   2.0766600e-01   5.6961494e+00   4.0421100e-01   5.6961494e+00   1.9205298e-01   5.6961494e+00   3.7823834e-01   5.6961494e+00   1.7347000e-01   5.6961494e+00   3.9005500e-01
   6.2574544e+00   6.2832400e-01   6.2574544e+00   1.7237500e-01   6.2574544e+00   3.6315500e-01   6.2574544e+00   1.7880795e-01   6.2574544e+00   3.3678756e-01   6.2574544e+00   1.4076500e-01   6.2574544e+00   3.4850700e-01
   6.8740711e+00   5.9407500e-01   6.8740711e+00   1.4063900e-01   6.8740711e+00   3.2356200e-01   6.8740711e+00   1.5231788e-01   6.8740711e+00   2.9015544e-01   6.8740711e+00   1.1276300e-01   6.8740711e+00   3.0888400e-01
   7.5514500e+00   5.5988400e-01   7.5514500e+00   1.1268300e-01   7.5514500e+00   2.8516600e-01   7.5514500e+00   1.1258278e-01   7.5514500e+00   2.7461140e-01   7.5514500e+00   8.9172000e-02   7.5514500e+00   2.7163200e-01
   8.2955785e+00   5.2525900e-01   8.2955785e+00   8.8507000e-02   8.2955785e+00   2.4872300e-01   8.2955785e+00   9.2715232e-02   8.2955785e+00   2.5388601e-01   8.2955785e+00   6.9628000e-02   8.2955785e+00   2.3669300e-01
