#   T                              # phi                           # E
   0.0000000000000000e+00	   1.0000000000000001e-01	   1.2489586804935726e-03	
   2.0128622386194864e-03	   9.9999949440208485e-02	   1.2489838202688459e-03	
   4.0257244772389728e-03	   9.9999797764955531e-02	   1.2490089597898661e-03	
   6.0385867158584596e-03	   9.9999544980499483e-02	   1.2490340988024027e-03	
   8.0514489544779456e-03	   9.9999191093199963e-02	   1.2490592370522809e-03	
   1.8115760147575377e-02	   9.9995905343692029e-02	   1.2491849079657243e-03	
   2.8180071340672810e-02	   9.9990093035182026e-02	   1.2493105217043880e-03	
   3.8244382533770237e-02	   9.9981755076086420e-02	   1.2494360465479728e-03	
   4.8308693726867670e-02	   9.9970892437537331e-02	   1.2495614508266745e-03	
   9.8630249692354829e-02	   9.9878747345549856e-02	   1.2501855596498072e-03	
   1.4895180565784200e-01	   9.9723666711729692e-02	   1.2508019618161538e-03	
   1.9927336162332915e-01	   9.9505840971269646e-02	   1.2514068393637342e-03	
   2.4959491758881630e-01	   9.9225497966392323e-02	   1.2519965153091337e-03	
   5.0120269741625212e-01	   9.6896756357895131e-02	   1.2546136130652337e-03	
   7.5281047724368788e-01	   9.3059549748360865e-02	   1.2564559597578204e-03	
   1.0044182570711238e+00	   8.7779092014319937e-02	   1.2573860728994301e-03	
   1.2560260368985596e+00	   8.1139839194181482e-02	   1.2575797503019382e-03	
   1.6248849720885241e+00	   6.9166074474818040e-02	   1.2576108220388438e-03	
   1.9937439072784888e+00	   5.4864228672235407e-02	   1.2586960308348493e-03	
   2.3626028424684535e+00	   3.8670461490355135e-02	   1.2621141981185705e-03	
   2.7314617776584180e+00	   2.1087079051423797e-02	   1.2685922648216581e-03	
   3.1567867260708979e+00	  -1.9239874968943541e-04	   1.2794182171058915e-03	
   3.5821116744833783e+00	  -2.1633979618980115e-02	   1.2899400615924610e-03	
   4.0074366228958587e+00	  -4.2246896468761376e-02	   1.2968824474730578e-03	
   4.4327615713083386e+00	  -6.1056527148144323e-02	   1.2999178220399748e-03	
   4.8234181650299046e+00	  -7.5955795012057181e-02	   1.3004120171608742e-03	
   5.2140747587514706e+00	  -8.7925785344120155e-02	   1.3006692786400958e-03	
   5.6047313524730367e+00	  -9.6475110008168385e-02	   1.3020254539391342e-03	
   5.9953879461946027e+00	  -1.0129835794841101e-01	   1.3054254863453115e-03	
   6.4090564943408532e+00	  -1.0219758644887131e-01	   1.3109744325197588e-03	
   6.8227250424871038e+00	  -9.8762725500073978e-02	   1.3159623165853770e-03	
   7.2363935906333543e+00	  -9.1161874465908219e-02	   1.3181478910152976e-03	
   7.6500621387796048e+00	  -7.9748295117519408e-02	   1.3180019862417775e-03	
   8.0255889667132401e+00	  -6.6492284720251066e-02	   1.3182053119154700e-03	
   8.4011157946468735e+00	  -5.0903373827277630e-02	   1.3201166606733644e-03	
   8.7766426225805088e+00	  -3.3474665043611365e-02	   1.3248760517338429e-03	
   9.1521694505141440e+00	  -1.4770002609602026e-02	   1.3328259691396229e-03	
   9.5812674376288296e+00	   7.3754465964071848e-03	   1.3446883056823643e-03	
   1.0010365424743515e+01	   2.9356968321444639e-02	   1.3551131770965562e-03	
   1.0439463411858203e+01	   5.0124921909717360e-02	   1.3609613533215352e-03	
   1.0868561398972888e+01	   6.8671738936974952e-02	   1.3627705780831349e-03	
   1.1260895887187802e+01	   8.2898352533399680e-02	   1.3628404636965726e-03	
   1.1653230375402714e+01	   9.3890013171157277e-02	   1.3635595096618462e-03	
   1.2045564863617628e+01	   1.0119889357478554e-01	   1.3659060186449999e-03	
   1.2437899351832542e+01	   1.0457677452458208e-01	   1.3702086389748599e-03	
   1.2856711952624183e+01	   1.0376944912365980e-01	   1.3761213823085061e-03	
   1.3275524553415824e+01	   9.8471667168430699e-02	   1.3806170695661172e-03	
   1.3694337154207464e+01	   8.8928216524984449e-02	   1.3818865240114899e-03	
   1.4113149754999105e+01	   7.5571292459358161e-02	   1.3812968136117172e-03	
   1.4495194241904379e+01	   6.0538347418148182e-02	   1.3822040233559194e-03	
   1.4877238728809655e+01	   4.3280999138958533e-02	   1.3857959611296932e-03	
   1.5259283215714929e+01	   2.4367808319942182e-02	   1.3926910254004096e-03	
   1.5641327702620202e+01	   4.4403935357536367e-03	   1.4024589903865060e-03	
   1.6075775243052043e+01	  -1.8573576611804178e-02	   1.4149529168674064e-03	
   1.6510222783483883e+01	  -4.0881532033970706e-02	   1.4243120384973002e-03	
   1.6944670323915727e+01	  -6.1368962875728489e-02	   1.4281047258870292e-03	
   1.7379117864347567e+01	  -7.9009472043894344e-02	   1.4283478197033234e-03	
   1.7773508628888912e+01	  -9.1802051632471099e-02	   1.4284390048598390e-03	
   1.8167899393430258e+01	  -1.0096806787071008e-01	   1.4303706706530080e-03	
   1.8562290157971603e+01	  -1.0614283062403923e-01	   1.4342444502660626e-03	
   1.8956680922512948e+01	  -1.0717396198427859e-01	   1.4394156980568455e-03	
   1.9384076366369953e+01	  -1.0365226592930445e-01	   1.4451024201221976e-03	
   1.9811471810226962e+01	  -9.5486067376027758e-02	   1.4483297195465748e-03	
   2.0238867254083971e+01	  -8.3040810768229265e-02	   1.4483955933790279e-03	
   2.0666262697940976e+01	  -6.6872610829643131e-02	   1.4480370459945110e-03	
   2.1057677644321586e+01	  -4.9386620304085534e-02	   1.4510394286453240e-03	
   2.1449092590702193e+01	  -2.9946395393634515e-02	   1.4577666845473876e-03	
   2.1840507537082804e+01	  -9.2369917128362136e-03	   1.4675741030148810e-03	
